level,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
6,Reading,Research Skills,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Onomatopoeia,Simile,Irony,Alliteration,C,Correct answer: Irony.
6,Reading,Research Skills,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",The American Revolution,Ancient Rome,Soviet Russia,Medieval England,C,Correct answer: Soviet Russia.
6,Reading,Research Skills,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Napoleon,Snowball,Squealer,Boxer,A,Correct answer: Napoleon.
6,Reading,Research Skills,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Farming is dangerous,Revolutions can be corrupted by power,Democracy always fails,Animals should have rights,B,Correct answer: Revolutions can be corrupted by power.
6,Reading,Research Skills,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Simile,Onomatopoeia,Irony,Alliteration,C,Correct answer: Irony.
6,Reading,Research Skills,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",Soviet Russia,The American Revolution,Ancient Rome,Medieval England,A,Correct answer: Soviet Russia.
7,Reading,Rhetoric & Persuasion,Easy,Rhetoric is best described as,A narrative technique,The art of persuasive communication,A type of poetry,A grammar rule,B,Answer: The art of persuasive communication.
7,Reading,Rhetoric & Persuasion,Medium,Ethos appeals to,The audience's emotions,The speaker's credibility,Cultural traditions,Logic and reason,B,Answer: The speaker's credibility.
7,Reading,Rhetoric & Persuasion,Hard,Pathos appeals to,Logic and evidence,The audience's emotions,The speaker's authority,Historical facts,B,Answer: The audience's emotions.
7,Reading,Rhetoric & Persuasion,Easy,Logos appeals to,Emotional connection,The speaker's credibility,Cultural traditions,Logic and reason,D,Answer: Logic and reason.
7,Reading,Rhetoric & Persuasion,Medium,Juxtaposition places two things together to,Highlight their differences,Introduce characters,Show they are the same,Create rhyme,A,Answer: Highlight their differences.
7,Reading,Rhetoric & Persuasion,Hard,Rhetoric is best described as,The art of persuasive communication,A narrative technique,A grammar rule,A type of poetry,A,Answer: The art of persuasive communication.
7,Reading,Rhetoric & Persuasion,Easy,Ethos appeals to,Logic and reason,The speaker's credibility,The audience's emotions,Cultural traditions,B,Answer: The speaker's credibility.
7,Reading,Rhetoric & Persuasion,Medium,Pathos appeals to,The audience's emotions,The speaker's authority,Logic and evidence,Historical facts,A,Answer: The audience's emotions.
7,Reading,Rhetoric & Persuasion,Hard,Logos appeals to,Logic and reason,The speaker's credibility,Cultural traditions,Emotional connection,A,Answer: Logic and reason.
7,Reading,Rhetoric & Persuasion,Easy,Juxtaposition places two things together to,Create rhyme,Introduce characters,Show they are the same,Highlight their differences,D,Answer: Highlight their differences.
7,Reading,Rhetoric & Persuasion,Medium,Rhetoric is best described as,A narrative technique,The art of persuasive communication,A grammar rule,A type of poetry,B,Answer: The art of persuasive communication.
7,Reading,Rhetoric & Persuasion,Hard,Ethos appeals to,The speaker's credibility,Cultural traditions,The audience's emotions,Logic and reason,A,Answer: The speaker's credibility.
7,Reading,Rhetoric & Persuasion,Easy,Pathos appeals to,Historical facts,The audience's emotions,Logic and evidence,The speaker's authority,B,Answer: The audience's emotions.
7,Reading,Rhetoric & Persuasion,Medium,Logos appeals to,Emotional connection,The speaker's credibility,Cultural traditions,Logic and reason,D,Answer: Logic and reason.
7,Reading,Rhetoric & Persuasion,Hard,Juxtaposition places two things together to,Create rhyme,Show they are the same,Introduce characters,Highlight their differences,D,Answer: Highlight their differences.
7,Reading,Rhetoric & Persuasion,Easy,Rhetoric is best described as,A type of poetry,A narrative technique,The art of persuasive communication,A grammar rule,C,Answer: The art of persuasive communication.
7,Reading,Rhetoric & Persuasion,Medium,Ethos appeals to,The speaker's credibility,Cultural traditions,Logic and reason,The audience's emotions,A,Answer: The speaker's credibility.
7,Reading,Rhetoric & Persuasion,Hard,Pathos appeals to,Historical facts,The speaker's authority,The audience's emotions,Logic and evidence,C,Answer: The audience's emotions.
7,Reading,Rhetoric & Persuasion,Easy,Logos appeals to,Logic and reason,Emotional connection,Cultural traditions,The speaker's credibility,A,Answer: Logic and reason.
7,Reading,Rhetoric & Persuasion,Medium,Juxtaposition places two things together to,Introduce characters,Show they are the same,Highlight their differences,Create rhyme,C,Answer: Highlight their differences.
7,Reading,Rhetoric & Persuasion,Hard,Rhetoric is best described as,The art of persuasive communication,A narrative technique,A type of poetry,A grammar rule,A,Answer: The art of persuasive communication.
7,Reading,Rhetoric & Persuasion,Easy,Ethos appeals to,The speaker's credibility,The audience's emotions,Logic and reason,Cultural traditions,A,Answer: The speaker's credibility.
7,Reading,Rhetoric & Persuasion,Medium,Pathos appeals to,The speaker's authority,Logic and evidence,The audience's emotions,Historical facts,C,Answer: The audience's emotions.
7,Reading,Rhetoric & Persuasion,Hard,Logos appeals to,Logic and reason,Cultural traditions,Emotional connection,The speaker's credibility,A,Answer: Logic and reason.
7,Reading,Rhetoric & Persuasion,Easy,Juxtaposition places two things together to,Introduce characters,Highlight their differences,Create rhyme,Show they are the same,B,Answer: Highlight their differences.
7,Reading,Rhetoric & Persuasion,Medium,Rhetoric is best described as,A type of poetry,A narrative technique,A grammar rule,The art of persuasive communication,D,Answer: The art of persuasive communication.
7,Reading,Rhetoric & Persuasion,Hard,Ethos appeals to,Cultural traditions,Logic and reason,The audience's emotions,The speaker's credibility,D,Answer: The speaker's credibility.
7,Reading,Rhetoric & Persuasion,Easy,Pathos appeals to,The speaker's authority,Logic and evidence,Historical facts,The audience's emotions,D,Answer: The audience's emotions.
7,Reading,Rhetoric & Persuasion,Medium,Logos appeals to,Logic and reason,The speaker's credibility,Cultural traditions,Emotional connection,A,Answer: Logic and reason.
7,Reading,Rhetoric & Persuasion,Hard,Juxtaposition places two things together to,Create rhyme,Introduce characters,Show they are the same,Highlight their differences,D,Answer: Highlight their differences.
7,Reading,Rhetoric & Persuasion,Easy,Rhetoric is best described as,The art of persuasive communication,A type of poetry,A grammar rule,A narrative technique,A,Answer: The art of persuasive communication.
7,Reading,Rhetoric & Persuasion,Medium,Ethos appeals to,Cultural traditions,The speaker's credibility,The audience's emotions,Logic and reason,B,Answer: The speaker's credibility.
7,Reading,Rhetoric & Persuasion,Hard,Pathos appeals to,Historical facts,Logic and evidence,The audience's emotions,The speaker's authority,C,Answer: The audience's emotions.
7,Reading,Rhetoric & Persuasion,Easy,Logos appeals to,Cultural traditions,Emotional connection,Logic and reason,The speaker's credibility,C,Answer: Logic and reason.
7,Reading,Literary Devices,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What has Claudius done?",Stolen the throne and exiled Hamlet,Poisoned the king's advisors,Declared war on Denmark,Murdered Hamlet's father and married his mother,D,Correct answer: Murdered Hamlet's father and married his mother.
7,Reading,Literary Devices,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What is Hamlet's central conflict?",Truth versus deception,Revenge versus moral uncertainty,Power versus loyalty,Love versus duty,B,Correct answer: Revenge versus moral uncertainty.
7,Reading,Literary Devices,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What do scholars debate about Hamlet?",Whether his hesitation is cowardice or philosophical depth,Whether the ghost is real,Whether Claudius is guilty,Whether he loved Ophelia,A,Correct answer: Whether his hesitation is cowardice or philosophical depth.
7,Reading,Literary Devices,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: Which theme is NOT explicitly mentioned?",Revenge,Religion,Morality,Indecision,B,Correct answer: Religion.
7,Reading,Literary Devices,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What has Claudius done?",Stolen the throne and exiled Hamlet,Declared war on Denmark,Poisoned the king's advisors,Murdered Hamlet's father and married his mother,D,Correct answer: Murdered Hamlet's father and married his mother.
7,Reading,Literary Devices,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What is Hamlet's central conflict?",Love versus duty,Revenge versus moral uncertainty,Power versus loyalty,Truth versus deception,B,Correct answer: Revenge versus moral uncertainty.
7,Reading,Literary Devices,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What do scholars debate about Hamlet?",Whether the ghost is real,Whether his hesitation is cowardice or philosophical depth,Whether he loved Ophelia,Whether Claudius is guilty,B,Correct answer: Whether his hesitation is cowardice or philosophical depth.
7,Reading,Literary Devices,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: Which theme is NOT explicitly mentioned?",Revenge,Indecision,Morality,Religion,D,Correct answer: Religion.
7,Reading,Literary Devices,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What has Claudius done?",Declared war on Denmark,Poisoned the king's advisors,Stolen the throne and exiled Hamlet,Murdered Hamlet's father and married his mother,D,Correct answer: Murdered Hamlet's father and married his mother.
7,Reading,Literary Devices,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What is Hamlet's central conflict?",Truth versus deception,Power versus loyalty,Love versus duty,Revenge versus moral uncertainty,D,Correct answer: Revenge versus moral uncertainty.
7,Reading,Literary Devices,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What do scholars debate about Hamlet?",Whether his hesitation is cowardice or philosophical depth,Whether the ghost is real,Whether Claudius is guilty,Whether he loved Ophelia,A,Correct answer: Whether his hesitation is cowardice or philosophical depth.
7,Reading,Literary Devices,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: Which theme is NOT explicitly mentioned?",Revenge,Religion,Morality,Indecision,B,Correct answer: Religion.
7,Reading,Literary Devices,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What has Claudius done?",Poisoned the king's advisors,Murdered Hamlet's father and married his mother,Declared war on Denmark,Stolen the throne and exiled Hamlet,B,Correct answer: Murdered Hamlet's father and married his mother.
7,Reading,Literary Devices,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What is Hamlet's central conflict?",Love versus duty,Revenge versus moral uncertainty,Truth versus deception,Power versus loyalty,B,Correct answer: Revenge versus moral uncertainty.
7,Reading,Literary Devices,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What do scholars debate about Hamlet?",Whether he loved Ophelia,Whether his hesitation is cowardice or philosophical depth,Whether Claudius is guilty,Whether the ghost is real,B,Correct answer: Whether his hesitation is cowardice or philosophical depth.
7,Reading,Literary Devices,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: Which theme is NOT explicitly mentioned?",Revenge,Indecision,Religion,Morality,C,Correct answer: Religion.
7,Reading,Literary Devices,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What has Claudius done?",Stolen the throne and exiled Hamlet,Poisoned the king's advisors,Murdered Hamlet's father and married his mother,Declared war on Denmark,C,Correct answer: Murdered Hamlet's father and married his mother.
7,Reading,Literary Devices,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What is Hamlet's central conflict?",Love versus duty,Truth versus deception,Power versus loyalty,Revenge versus moral uncertainty,D,Correct answer: Revenge versus moral uncertainty.
7,Reading,Literary Devices,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What do scholars debate about Hamlet?",Whether he loved Ophelia,Whether Claudius is guilty,Whether the ghost is real,Whether his hesitation is cowardice or philosophical depth,D,Correct answer: Whether his hesitation is cowardice or philosophical depth.
7,Reading,Literary Devices,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: Which theme is NOT explicitly mentioned?",Religion,Indecision,Morality,Revenge,A,Correct answer: Religion.
7,Reading,Literary Devices,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What has Claudius done?",Declared war on Denmark,Stolen the throne and exiled Hamlet,Murdered Hamlet's father and married his mother,Poisoned the king's advisors,C,Correct answer: Murdered Hamlet's father and married his mother.
7,Reading,Literary Devices,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What is Hamlet's central conflict?",Love versus duty,Truth versus deception,Revenge versus moral uncertainty,Power versus loyalty,C,Correct answer: Revenge versus moral uncertainty.
7,Reading,Literary Devices,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What do scholars debate about Hamlet?",Whether he loved Ophelia,Whether Claudius is guilty,Whether his hesitation is cowardice or philosophical depth,Whether the ghost is real,C,Correct answer: Whether his hesitation is cowardice or philosophical depth.
7,Reading,Literary Devices,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: Which theme is NOT explicitly mentioned?",Revenge,Religion,Indecision,Morality,B,Correct answer: Religion.
7,Reading,Literary Devices,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What has Claudius done?",Poisoned the king's advisors,Stolen the throne and exiled Hamlet,Declared war on Denmark,Murdered Hamlet's father and married his mother,D,Correct answer: Murdered Hamlet's father and married his mother.
7,Reading,Literary Devices,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What is Hamlet's central conflict?",Love versus duty,Truth versus deception,Revenge versus moral uncertainty,Power versus loyalty,C,Correct answer: Revenge versus moral uncertainty.
7,Reading,Literary Devices,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What do scholars debate about Hamlet?",Whether the ghost is real,Whether he loved Ophelia,Whether his hesitation is cowardice or philosophical depth,Whether Claudius is guilty,C,Correct answer: Whether his hesitation is cowardice or philosophical depth.
7,Reading,Literary Devices,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: Which theme is NOT explicitly mentioned?",Morality,Religion,Indecision,Revenge,B,Correct answer: Religion.
7,Reading,Literary Devices,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What has Claudius done?",Murdered Hamlet's father and married his mother,Stolen the throne and exiled Hamlet,Declared war on Denmark,Poisoned the king's advisors,A,Correct answer: Murdered Hamlet's father and married his mother.
7,Reading,Literary Devices,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What is Hamlet's central conflict?",Revenge versus moral uncertainty,Power versus loyalty,Truth versus deception,Love versus duty,A,Correct answer: Revenge versus moral uncertainty.
7,Reading,Literary Devices,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What do scholars debate about Hamlet?",Whether Claudius is guilty,Whether his hesitation is cowardice or philosophical depth,Whether the ghost is real,Whether he loved Ophelia,B,Correct answer: Whether his hesitation is cowardice or philosophical depth.
7,Reading,Literary Devices,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: Which theme is NOT explicitly mentioned?",Religion,Indecision,Morality,Revenge,A,Correct answer: Religion.
7,Reading,Literary Devices,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What has Claudius done?",Stolen the throne and exiled Hamlet,Murdered Hamlet's father and married his mother,Poisoned the king's advisors,Declared war on Denmark,B,Correct answer: Murdered Hamlet's father and married his mother.
7,Reading,Literary Devices,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What is Hamlet's central conflict?",Power versus loyalty,Revenge versus moral uncertainty,Truth versus deception,Love versus duty,B,Correct answer: Revenge versus moral uncertainty.
7,Reading,Comparing Texts,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What has Claudius done?",Stolen the throne and exiled Hamlet,Declared war on Denmark,Poisoned the king's advisors,Murdered Hamlet's father and married his mother,D,Correct answer: Murdered Hamlet's father and married his mother.
7,Reading,Comparing Texts,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What is Hamlet's central conflict?",Revenge versus moral uncertainty,Love versus duty,Truth versus deception,Power versus loyalty,A,Correct answer: Revenge versus moral uncertainty.
7,Reading,Comparing Texts,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What do scholars debate about Hamlet?",Whether Claudius is guilty,Whether he loved Ophelia,Whether his hesitation is cowardice or philosophical depth,Whether the ghost is real,C,Correct answer: Whether his hesitation is cowardice or philosophical depth.
7,Reading,Comparing Texts,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: Which theme is NOT explicitly mentioned?",Indecision,Religion,Revenge,Morality,B,Correct answer: Religion.
7,Reading,Comparing Texts,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What has Claudius done?",Declared war on Denmark,Stolen the throne and exiled Hamlet,Poisoned the king's advisors,Murdered Hamlet's father and married his mother,D,Correct answer: Murdered Hamlet's father and married his mother.
7,Reading,Comparing Texts,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What is Hamlet's central conflict?",Power versus loyalty,Revenge versus moral uncertainty,Love versus duty,Truth versus deception,B,Correct answer: Revenge versus moral uncertainty.
7,Reading,Comparing Texts,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What do scholars debate about Hamlet?",Whether he loved Ophelia,Whether his hesitation is cowardice or philosophical depth,Whether Claudius is guilty,Whether the ghost is real,B,Correct answer: Whether his hesitation is cowardice or philosophical depth.
7,Reading,Comparing Texts,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: Which theme is NOT explicitly mentioned?",Indecision,Religion,Revenge,Morality,B,Correct answer: Religion.
7,Reading,Comparing Texts,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What has Claudius done?",Declared war on Denmark,Poisoned the king's advisors,Stolen the throne and exiled Hamlet,Murdered Hamlet's father and married his mother,D,Correct answer: Murdered Hamlet's father and married his mother.
7,Reading,Comparing Texts,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What is Hamlet's central conflict?",Power versus loyalty,Revenge versus moral uncertainty,Truth versus deception,Love versus duty,B,Correct answer: Revenge versus moral uncertainty.
7,Reading,Comparing Texts,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What do scholars debate about Hamlet?",Whether the ghost is real,Whether his hesitation is cowardice or philosophical depth,Whether Claudius is guilty,Whether he loved Ophelia,B,Correct answer: Whether his hesitation is cowardice or philosophical depth.
7,Reading,Comparing Texts,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: Which theme is NOT explicitly mentioned?",Morality,Religion,Revenge,Indecision,B,Correct answer: Religion.
7,Reading,Comparing Texts,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What has Claudius done?",Stolen the throne and exiled Hamlet,Poisoned the king's advisors,Murdered Hamlet's father and married his mother,Declared war on Denmark,C,Correct answer: Murdered Hamlet's father and married his mother.
7,Reading,Comparing Texts,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What is Hamlet's central conflict?",Revenge versus moral uncertainty,Love versus duty,Power versus loyalty,Truth versus deception,A,Correct answer: Revenge versus moral uncertainty.
7,Reading,Comparing Texts,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What do scholars debate about Hamlet?",Whether Claudius is guilty,Whether he loved Ophelia,Whether his hesitation is cowardice or philosophical depth,Whether the ghost is real,C,Correct answer: Whether his hesitation is cowardice or philosophical depth.
7,Reading,Comparing Texts,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: Which theme is NOT explicitly mentioned?",Morality,Religion,Indecision,Revenge,B,Correct answer: Religion.
7,Reading,Comparing Texts,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What has Claudius done?",Declared war on Denmark,Poisoned the king's advisors,Stolen the throne and exiled Hamlet,Murdered Hamlet's father and married his mother,D,Correct answer: Murdered Hamlet's father and married his mother.
7,Reading,Comparing Texts,Hard,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What is Hamlet's central conflict?",Truth versus deception,Love versus duty,Revenge versus moral uncertainty,Power versus loyalty,C,Correct answer: Revenge versus moral uncertainty.
7,Reading,Comparing Texts,Easy,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: What do scholars debate about Hamlet?",Whether he loved Ophelia,Whether Claudius is guilty,Whether the ghost is real,Whether his hesitation is cowardice or philosophical depth,D,Correct answer: Whether his hesitation is cowardice or philosophical depth.
7,Reading,Comparing Texts,Medium,"Passage: ""Shakespeare's tragedy Hamlet explores themes of revenge, morality, and indecision. Hamlet, the Prince of Denmark, discovers that his uncle Claudius murdered his father and married his mother. Torn bet..."" 

Question: Which theme is NOT explicitly mentioned?",Morality,Religion,Revenge,Indecision,B,Correct answer: Religion.
