level,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
6,Reading,Poetry & Figurative Language,Medium,An antagonist is,The narrator,The hero,The main character,The character who opposes the protagonist,D,Answer: The character who opposes the protagonist.
6,Reading,Poetry & Figurative Language,Hard,Foreshadowing is used to,Introduce new characters,Summarize the story,Describe the past,Hint at future events in a story,D,Answer: Hint at future events in a story.
6,Reading,Poetry & Figurative Language,Easy,An allusion is,A type of rhyme,"A reference to a well-known person, place, or event",A chapter summary,A made-up word,B,"Answer: A reference to a well-known person, place, or event."
6,Reading,Poetry & Figurative Language,Medium,Alliteration is,A story's turning point,A type of metaphor,Words that rhyme,Repetition of initial consonant sounds,D,Answer: Repetition of initial consonant sounds.
6,Reading,Poetry & Figurative Language,Hard,Mood in literature is,The main character's name,The author's opinion,The genre of the text,The emotional atmosphere of a text,D,Answer: The emotional atmosphere of a text.
6,Reading,Poetry & Figurative Language,Easy,An antagonist is,The narrator,The main character,The character who opposes the protagonist,The hero,C,Answer: The character who opposes the protagonist.
6,Reading,Poetry & Figurative Language,Medium,Foreshadowing is used to,Describe the past,Hint at future events in a story,Summarize the story,Introduce new characters,B,Answer: Hint at future events in a story.
6,Reading,Poetry & Figurative Language,Hard,An allusion is,A chapter summary,"A reference to a well-known person, place, or event",A made-up word,A type of rhyme,B,"Answer: A reference to a well-known person, place, or event."
6,Reading,Poetry & Figurative Language,Easy,Alliteration is,Words that rhyme,A story's turning point,A type of metaphor,Repetition of initial consonant sounds,D,Answer: Repetition of initial consonant sounds.
6,Reading,Poetry & Figurative Language,Medium,Mood in literature is,The main character's name,The author's opinion,The genre of the text,The emotional atmosphere of a text,D,Answer: The emotional atmosphere of a text.
6,Reading,Poetry & Figurative Language,Hard,An antagonist is,The narrator,The character who opposes the protagonist,The main character,The hero,B,Answer: The character who opposes the protagonist.
6,Reading,Poetry & Figurative Language,Easy,Foreshadowing is used to,Summarize the story,Hint at future events in a story,Introduce new characters,Describe the past,B,Answer: Hint at future events in a story.
6,Reading,Novel Comprehension,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",Ancient Rome,The American Revolution,Medieval England,Soviet Russia,D,Correct answer: Soviet Russia.
6,Reading,Novel Comprehension,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Squealer,Napoleon,Boxer,Snowball,B,Correct answer: Napoleon.
6,Reading,Novel Comprehension,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Democracy always fails,Animals should have rights,Revolutions can be corrupted by power,Farming is dangerous,C,Correct answer: Revolutions can be corrupted by power.
6,Reading,Novel Comprehension,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Onomatopoeia,Alliteration,Irony,Simile,C,Correct answer: Irony.
6,Reading,Novel Comprehension,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",The American Revolution,Soviet Russia,Medieval England,Ancient Rome,B,Correct answer: Soviet Russia.
6,Reading,Novel Comprehension,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Squealer,Snowball,Napoleon,Boxer,C,Correct answer: Napoleon.
6,Reading,Novel Comprehension,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Democracy always fails,Revolutions can be corrupted by power,Farming is dangerous,Animals should have rights,B,Correct answer: Revolutions can be corrupted by power.
6,Reading,Novel Comprehension,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Alliteration,Onomatopoeia,Simile,Irony,D,Correct answer: Irony.
6,Reading,Novel Comprehension,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",The American Revolution,Soviet Russia,Ancient Rome,Medieval England,B,Correct answer: Soviet Russia.
6,Reading,Novel Comprehension,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Boxer,Snowball,Squealer,Napoleon,D,Correct answer: Napoleon.
6,Reading,Novel Comprehension,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Revolutions can be corrupted by power,Animals should have rights,Farming is dangerous,Democracy always fails,A,Correct answer: Revolutions can be corrupted by power.
6,Reading,Novel Comprehension,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Irony,Alliteration,Onomatopoeia,Simile,A,Correct answer: Irony.
6,Reading,Novel Comprehension,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",Medieval England,Ancient Rome,Soviet Russia,The American Revolution,C,Correct answer: Soviet Russia.
6,Reading,Novel Comprehension,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Napoleon,Squealer,Boxer,Snowball,A,Correct answer: Napoleon.
6,Reading,Novel Comprehension,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Farming is dangerous,Democracy always fails,Revolutions can be corrupted by power,Animals should have rights,C,Correct answer: Revolutions can be corrupted by power.
6,Reading,Novel Comprehension,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Simile,Irony,Alliteration,Onomatopoeia,B,Correct answer: Irony.
6,Reading,Novel Comprehension,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",The American Revolution,Soviet Russia,Medieval England,Ancient Rome,B,Correct answer: Soviet Russia.
6,Reading,Novel Comprehension,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Boxer,Snowball,Napoleon,Squealer,C,Correct answer: Napoleon.
6,Reading,Novel Comprehension,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Animals should have rights,Farming is dangerous,Revolutions can be corrupted by power,Democracy always fails,C,Correct answer: Revolutions can be corrupted by power.
6,Reading,Novel Comprehension,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Irony,Simile,Alliteration,Onomatopoeia,A,Correct answer: Irony.
6,Reading,Novel Comprehension,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",The American Revolution,Ancient Rome,Medieval England,Soviet Russia,D,Correct answer: Soviet Russia.
6,Reading,Novel Comprehension,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Squealer,Boxer,Napoleon,Snowball,C,Correct answer: Napoleon.
6,Reading,Novel Comprehension,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Democracy always fails,Farming is dangerous,Revolutions can be corrupted by power,Animals should have rights,C,Correct answer: Revolutions can be corrupted by power.
6,Reading,Novel Comprehension,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Simile,Onomatopoeia,Alliteration,Irony,D,Correct answer: Irony.
6,Reading,Novel Comprehension,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",Medieval England,The American Revolution,Soviet Russia,Ancient Rome,C,Correct answer: Soviet Russia.
6,Reading,Novel Comprehension,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Squealer,Snowball,Boxer,Napoleon,D,Correct answer: Napoleon.
6,Reading,Novel Comprehension,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Animals should have rights,Revolutions can be corrupted by power,Democracy always fails,Farming is dangerous,B,Correct answer: Revolutions can be corrupted by power.
6,Reading,Novel Comprehension,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Irony,Alliteration,Simile,Onomatopoeia,A,Correct answer: Irony.
6,Reading,Novel Comprehension,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",The American Revolution,Ancient Rome,Soviet Russia,Medieval England,C,Correct answer: Soviet Russia.
6,Reading,Novel Comprehension,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Napoleon,Snowball,Boxer,Squealer,A,Correct answer: Napoleon.
6,Reading,Novel Comprehension,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Democracy always fails,Farming is dangerous,Revolutions can be corrupted by power,Animals should have rights,C,Correct answer: Revolutions can be corrupted by power.
6,Reading,Novel Comprehension,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Simile,Onomatopoeia,Irony,Alliteration,C,Correct answer: Irony.
6,Reading,Novel Comprehension,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",Soviet Russia,Ancient Rome,Medieval England,The American Revolution,A,Correct answer: Soviet Russia.
6,Reading,Novel Comprehension,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Boxer,Snowball,Napoleon,Squealer,C,Correct answer: Napoleon.
6,Reading,Argumentative Text,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",Medieval England,Ancient Rome,The American Revolution,Soviet Russia,D,Correct answer: Soviet Russia.
6,Reading,Argumentative Text,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Napoleon,Squealer,Boxer,Snowball,A,Correct answer: Napoleon.
6,Reading,Argumentative Text,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Revolutions can be corrupted by power,Animals should have rights,Democracy always fails,Farming is dangerous,A,Correct answer: Revolutions can be corrupted by power.
6,Reading,Argumentative Text,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Onomatopoeia,Irony,Alliteration,Simile,B,Correct answer: Irony.
6,Reading,Argumentative Text,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",Soviet Russia,Medieval England,Ancient Rome,The American Revolution,A,Correct answer: Soviet Russia.
6,Reading,Argumentative Text,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Napoleon,Boxer,Snowball,Squealer,A,Correct answer: Napoleon.
6,Reading,Argumentative Text,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Farming is dangerous,Animals should have rights,Revolutions can be corrupted by power,Democracy always fails,C,Correct answer: Revolutions can be corrupted by power.
6,Reading,Argumentative Text,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Alliteration,Simile,Onomatopoeia,Irony,D,Correct answer: Irony.
6,Reading,Argumentative Text,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",Ancient Rome,The American Revolution,Soviet Russia,Medieval England,C,Correct answer: Soviet Russia.
6,Reading,Argumentative Text,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Napoleon,Boxer,Squealer,Snowball,A,Correct answer: Napoleon.
6,Reading,Argumentative Text,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Revolutions can be corrupted by power,Democracy always fails,Farming is dangerous,Animals should have rights,A,Correct answer: Revolutions can be corrupted by power.
6,Reading,Argumentative Text,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Simile,Irony,Alliteration,Onomatopoeia,B,Correct answer: Irony.
6,Reading,Argumentative Text,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",Soviet Russia,The American Revolution,Ancient Rome,Medieval England,A,Correct answer: Soviet Russia.
6,Reading,Argumentative Text,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Squealer,Napoleon,Boxer,Snowball,B,Correct answer: Napoleon.
6,Reading,Argumentative Text,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Revolutions can be corrupted by power,Farming is dangerous,Animals should have rights,Democracy always fails,A,Correct answer: Revolutions can be corrupted by power.
6,Reading,Argumentative Text,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Irony,Onomatopoeia,Alliteration,Simile,A,Correct answer: Irony.
6,Reading,Argumentative Text,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",Soviet Russia,The American Revolution,Ancient Rome,Medieval England,A,Correct answer: Soviet Russia.
6,Reading,Argumentative Text,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Squealer,Boxer,Snowball,Napoleon,D,Correct answer: Napoleon.
6,Reading,Argumentative Text,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Animals should have rights,Farming is dangerous,Revolutions can be corrupted by power,Democracy always fails,C,Correct answer: Revolutions can be corrupted by power.
6,Reading,Argumentative Text,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Irony,Alliteration,Simile,Onomatopoeia,A,Correct answer: Irony.
6,Reading,Argumentative Text,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",Soviet Russia,The American Revolution,Medieval England,Ancient Rome,A,Correct answer: Soviet Russia.
6,Reading,Argumentative Text,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Napoleon,Squealer,Snowball,Boxer,A,Correct answer: Napoleon.
6,Reading,Argumentative Text,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Animals should have rights,Democracy always fails,Farming is dangerous,Revolutions can be corrupted by power,D,Correct answer: Revolutions can be corrupted by power.
6,Reading,Argumentative Text,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Onomatopoeia,Simile,Irony,Alliteration,C,Correct answer: Irony.
6,Reading,Argumentative Text,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",Ancient Rome,The American Revolution,Soviet Russia,Medieval England,C,Correct answer: Soviet Russia.
6,Reading,Argumentative Text,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Napoleon,Snowball,Boxer,Squealer,A,Correct answer: Napoleon.
6,Reading,Argumentative Text,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Farming is dangerous,Revolutions can be corrupted by power,Democracy always fails,Animals should have rights,B,Correct answer: Revolutions can be corrupted by power.
6,Reading,Argumentative Text,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Alliteration,Irony,Simile,Onomatopoeia,B,Correct answer: Irony.
6,Reading,Argumentative Text,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",Soviet Russia,Medieval England,The American Revolution,Ancient Rome,A,Correct answer: Soviet Russia.
6,Reading,Argumentative Text,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: Who leads the pigs?",Snowball,Squealer,Boxer,Napoleon,D,Correct answer: Napoleon.
6,Reading,Argumentative Text,Easy,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What is Orwell's main warning?",Farming is dangerous,Animals should have rights,Revolutions can be corrupted by power,Democracy always fails,C,Correct answer: Revolutions can be corrupted by power.
6,Reading,Argumentative Text,Medium,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What literary device does 'some animals are more equal' use?",Onomatopoeia,Alliteration,Irony,Simile,C,Correct answer: Irony.
6,Reading,Argumentative Text,Hard,"Passage: ""George Orwell's Animal Farm uses a farm as an allegory for Soviet Russia. The pigs, led by Napoleon, take control from the humans, only to become as oppressive as those they replaced. Orwell's warning..."" 

Question: What does Animal Farm use as an allegory for?",Ancient Rome,Soviet Russia,Medieval England,The American Revolution,B,Correct answer: Soviet Russia.
6,Reading,Vocabulary (Advanced),Easy,What does the word 'paradox' mean?,truth,fact,A statement that seems contradictory but may be true,explanation,C,'paradox' means: A statement that seems contradictory but may be true.
6,Reading,Vocabulary (Advanced),Medium,Which word best fits this definition: 'Effective or persuasive language'?,silence,rhetoric,jargon,whisper,B,The word that means 'Effective or persuasive language' is 'rhetoric'.
6,Reading,Vocabulary (Advanced),Hard,"In the sentence 'The student was very narrative in class,' what does 'narrative' most likely mean?",A spoken or written account of events,argument,poem,equation,A,'narrative' means A spoken or written account of events.
6,Reading,Vocabulary (Advanced),Easy,What does the word 'connotation' mean?,denotation,synonym,definition,The feeling or idea associated with a word,D,'connotation' means: The feeling or idea associated with a word.
6,Reading,Vocabulary (Advanced),Medium,Which word best fits this definition: 'A very typical example of a type of person'?,archetype,exception,rarity,anomaly,A,The word that means 'A very typical example of a type of person' is 'archetype'.
6,Reading,Vocabulary (Advanced),Hard,"In the sentence 'The student was very hyperbole in class,' what does 'hyperbole' most likely mean?",Extreme exaggeration for emphasis,understatement,simile,metaphor,A,'hyperbole' means Extreme exaggeration for emphasis.
6,Reading,Vocabulary (Advanced),Easy,What does the word 'diction' mean?,grammar,Word choice in writing or speech,spelling,punctuation,B,'diction' means: Word choice in writing or speech.
6,Reading,Vocabulary (Advanced),Medium,Which word best fits this definition: 'The main character of a story'?,author,narrator,protagonist,antagonist,C,The word that means 'The main character of a story' is 'protagonist'.
6,Reading,Vocabulary (Advanced),Hard,"In the sentence 'The student was very foreshadowing in class,' what does 'foreshadowing' most likely mean?",Hints about future events in a story,flashback,irony,symbolism,A,'foreshadowing' means Hints about future events in a story.
6,Reading,Vocabulary (Advanced),Easy,What does the word 'allusion' mean?,confusion,delusion,illusion,A brief reference to a well-known person/event,D,'allusion' means: A brief reference to a well-known person/event.
6,Reading,Vocabulary (Advanced),Medium,Which word best fits this definition: 'A statement that seems contradictory but may be true'?,fact,paradox,explanation,truth,B,The word that means 'A statement that seems contradictory but may be true' is 'paradox'.
6,Reading,Vocabulary (Advanced),Hard,"In the sentence 'The student was very rhetoric in class,' what does 'rhetoric' most likely mean?",Effective or persuasive language,jargon,silence,whisper,A,'rhetoric' means Effective or persuasive language.
6,Reading,Vocabulary (Advanced),Easy,What does the word 'narrative' mean?,poem,A spoken or written account of events,argument,equation,B,'narrative' means: A spoken or written account of events.
6,Reading,Vocabulary (Advanced),Medium,Which word best fits this definition: 'The feeling or idea associated with a word'?,synonym,connotation,denotation,definition,B,The word that means 'The feeling or idea associated with a word' is 'connotation'.
6,Reading,Vocabulary (Advanced),Hard,"In the sentence 'The student was very archetype in class,' what does 'archetype' most likely mean?",A very typical example of a type of person,exception,anomaly,rarity,A,'archetype' means A very typical example of a type of person.
6,Reading,Vocabulary (Advanced),Easy,What does the word 'hyperbole' mean?,simile,understatement,metaphor,Extreme exaggeration for emphasis,D,'hyperbole' means: Extreme exaggeration for emphasis.
6,Reading,Vocabulary (Advanced),Medium,Which word best fits this definition: 'Word choice in writing or speech'?,grammar,spelling,diction,punctuation,C,The word that means 'Word choice in writing or speech' is 'diction'.
6,Reading,Vocabulary (Advanced),Hard,"In the sentence 'The student was very protagonist in class,' what does 'protagonist' most likely mean?",The main character of a story,antagonist,narrator,author,A,'protagonist' means The main character of a story.
6,Reading,Vocabulary (Advanced),Easy,What does the word 'foreshadowing' mean?,flashback,irony,symbolism,Hints about future events in a story,D,'foreshadowing' means: Hints about future events in a story.
6,Reading,Vocabulary (Advanced),Medium,Which word best fits this definition: 'A brief reference to a well-known person/event'?,allusion,illusion,confusion,delusion,A,The word that means 'A brief reference to a well-known person/event' is 'allusion'.
